UTM33_X,UTM33_Y,exposed_bedr
208536,6639315,0
208536,6639340,0
208536,6639365,0
208536,6639390,0
208536,6639415,1
208536,6639440,1
208536,6639465,1
208536,6639490,1
208536,6639515,1
208536,6639540,1
208536,6639565,1
208536,6639590,1
208536,6639615,1
208536,6639640,1
208536,6639665,1
208536,6639690,1
208536,6639715,1
208536,6639740,1
208536,6639765,1
208536,6639790,1
208536,6639815,1
208536,6639840,1
208536,6639865,1
208536,6639890,1
208536,6639915,1
208536,6639940,1
208536,6639965,1
208536,6639990,1
208536,6640015,1
208536,6640040,1
208536,6640065,1
208536,6640090,1
208536,6640115,1
208536,6640140,1
208536,6640165,1
208536,6640190,1
208536,6640215,1
208536,6640240,1
208536,6640265,1
208536,6640290,1
208536,6640315,1
208536,6640340,1
208536,6640365,1
208536,6640390,1
208536,6640415,1
208536,6640440,1
208536,6640465,1
208536,6640490,1
208536,6640515,1
208536,6640540,1
208536,6640565,1
208536,6640590,1
208536,6640615,1
208536,6640640,1
208536,6640665,1
208536,6640690,1
208536,6640715,1
208536,6640740,1
208536,6640765,1
208536,6640790,1
208536,6640815,1
208536,6640840,1
208536,6640865,1
208536,6640890,1
208536,6640915,1
208536,6640940,1
208536,6640965,1
208536,6640990,1
208536,6641015,1
208536,6641040,1
208536,6641065,1
208536,6641090,1
208536,6641115,1
208536,6641140,1
208536,6641165,1
208536,6641190,1
208536,6641215,1
208536,6641240,1
208536,6641265,1
208536,6641290,1
208536,6641315,1
208536,6641340,1
208536,6641365,1
208536,6641390,1
208536,6641415,1
208536,6641440,1
208536,6641465,1
208536,6641490,1
208536,6641515,1
208536,6641540,1
208536,6641565,0
208536,6641590,0
208536,6641615,0
208536,6641640,0
208536,6641665,1
208536,6641690,1
208536,6641715,1
208536,6641740,1
208536,6641765,1
208536,6641790,1
208536,6641815,1
208536,6641840,1
208536,6641865,1
208536,6641890,1
208536,6641915,1
208536,6641940,1
208536,6641965,1
208536,6641990,1
208536,6642015,1
208536,6642040,0
208536,6642065,0
